,Bedroom,Bathroom,Toilet,Price,TypeOfHouse,Totalrooms
1188,4.0,4.0,5.0,4000000.0,0,13.0
1189,1.0,1.0,1.0,1000000.0,0,3.0
1191,3.0,3.0,4.0,1700000.0,0,10.0
1192,3.0,3.0,4.0,1800000.0,0,10.0
1193,3.0,3.0,4.0,4000000.0,0,10.0
1194,5.0,5.0,6.0,3500000.0,1,16.0
1195,5.0,5.0,6.0,6000000.0,1,16.0
1196,2.0,2.0,3.0,2200000.0,1,7.0
1197,4.0,4.0,5.0,3500000.0,1,13.0
1198,2.0,2.0,3.0,500000.0,0,7.0
1199,4.0,4.0,5.0,2600000.0,1,13.0
1200,1.0,1.0,1.0,1200000.0,0,3.0
1201,3.0,3.0,3.0,4500000.0,0,9.0
1202,3.0,3.0,4.0,2500000.0,1,10.0
1203,4.0,4.0,5.0,5500000.0,1,13.0
1204,3.0,3.0,4.0,1800000.0,0,10.0
1205,3.0,3.0,4.0,7000000.0,0,10.0
1206,1.0,1.0,1.0,1500000.0,1,3.0
1207,3.0,3.0,4.0,3500000.0,1,10.0
1208,4.0,4.0,5.0,2800000.0,1,13.0
1209,4.0,4.0,5.0,3500000.0,0,13.0
1210,3.0,3.0,4.0,3500000.0,0,10.0
1211,3.0,3.0,4.0,2500000.0,0,10.0
1212,3.0,3.0,4.0,3000000.0,0,10.0
1213,3.0,3.0,4.0,3000000.0,0,10.0
1214,3.0,3.0,4.0,3500000.0,0,10.0
1215,3.0,3.0,4.0,4000000.0,1,10.0
1216,5.0,5.0,6.0,3500000.0,1,16.0
1217,1.0,1.0,1.0,3500000.0,0,3.0
1219,4.0,4.0,5.0,3500000.0,1,13.0
1220,4.0,4.0,5.0,4000000.0,1,13.0
1221,5.0,5.0,6.0,6500000.0,1,16.0
1222,3.0,3.0,4.0,3500000.0,1,10.0
1224,3.0,3.0,4.0,3000000.0,0,10.0
1225,3.0,3.0,4.0,2700000.0,0,10.0
1226,5.0,5.0,6.0,7000000.0,1,16.0
1227,3.0,3.0,4.0,2500000.0,0,10.0
1228,2.0,2.0,2.0,2500000.0,0,6.0
1229,5.0,5.0,5.0,3500000.0,1,15.0
1230,4.0,4.0,4.0,2500000.0,1,12.0
1231,5.0,5.0,5.0,5500000.0,1,15.0
1232,4.0,4.0,5.0,3200000.0,1,13.0
1233,3.0,3.0,4.0,3500000.0,1,10.0
1234,2.0,2.0,3.0,2400000.0,0,7.0
1236,5.0,5.0,6.0,7000000.0,1,16.0
1237,2.0,1.0,2.0,1200000.0,0,5.0
1238,2.0,2.0,2.0,2000000.0,1,6.0
1239,4.0,4.0,4.0,4000000.0,1,12.0
1240,3.0,3.0,4.0,2800000.0,0,10.0
1241,4.0,4.0,5.0,2500000.0,1,13.0
1242,4.0,4.0,5.0,2800000.0,1,13.0
1243,5.0,5.0,6.0,5000000.0,1,16.0
1244,2.0,2.0,3.0,2200000.0,0,7.0
1245,2.0,2.0,3.0,2000000.0,0,7.0
1246,3.0,3.0,4.0,3000000.0,0,10.0
1247,4.0,4.0,5.0,3000000.0,1,13.0
1248,4.0,4.0,5.0,2500000.0,1,13.0
1249,3.0,3.0,4.0,2500000.0,1,10.0
1250,4.0,4.0,5.0,2800000.0,1,13.0
1251,3.0,3.0,4.0,4000000.0,0,10.0
1252,4.0,4.0,5.0,4500000.0,0,13.0
1254,5.0,5.0,6.0,3500000.0,1,16.0
1255,4.0,4.0,5.0,7000000.0,1,13.0
1256,4.0,4.0,5.0,2000000.0,1,13.0
1257,3.0,4.0,5.0,3000000.0,1,12.0
1258,3.0,3.0,4.0,2500000.0,0,10.0
1259,4.0,4.0,5.0,3500000.0,0,13.0
1260,1.0,1.0,1.0,1400000.0,0,3.0
1261,3.0,3.0,4.0,2000000.0,0,10.0
1262,3.0,3.0,4.0,1400000.0,0,10.0
1263,3.0,3.0,4.0,1300000.0,0,10.0
1265,3.0,3.0,4.0,3000000.0,0,10.0
1266,2.0,2.0,3.0,1500000.0,0,7.0
1267,4.0,5.0,5.0,4000000.0,1,14.0
1268,3.0,3.0,4.0,2500000.0,0,10.0
1269,2.0,2.0,3.0,3500000.0,0,7.0
1270,3.0,3.0,4.0,1400000.0,0,10.0
1271,1.0,1.0,2.0,2500000.0,0,4.0
1272,3.0,3.0,4.0,2500000.0,0,10.0
1273,5.0,5.0,6.0,5500000.0,1,16.0
1274,1.0,1.0,1.0,2200000.0,0,3.0
1275,4.0,4.0,4.0,2500000.0,1,12.0
1276,3.0,3.0,4.0,2200000.0,0,10.0
1277,3.0,3.0,4.0,350000.0,0,10.0
1278,3.0,3.0,4.0,3000000.0,0,10.0
1279,3.0,3.0,4.0,1700000.0,0,10.0
1281,5.0,5.0,6.0,4300000.0,0,16.0
1282,1.0,1.0,1.0,700000.0,0,3.0
1283,4.0,4.0,5.0,4500000.0,1,13.0
1285,3.0,3.0,4.0,1500000.0,0,10.0
1286,4.0,4.0,5.0,2800000.0,0,13.0
1287,5.0,5.0,6.0,3000000.0,1,16.0
1288,4.0,4.0,5.0,2500000.0,0,13.0
1289,2.0,2.0,3.0,3000000.0,0,7.0
1290,4.0,4.0,5.0,4000000.0,1,13.0
1291,1.0,1.0,1.0,500000.0,0,3.0
1293,3.0,3.0,4.0,2500000.0,0,10.0
1294,3.0,3.0,4.0,3500000.0,0,10.0
1295,4.0,4.0,5.0,4000000.0,1,13.0
1296,2.0,2.0,3.0,2500000.0,0,7.0
1297,1.0,1.0,1.0,400000.0,0,3.0
1298,1.0,1.0,2.0,800000.0,0,4.0
1299,3.0,3.0,3.0,3000000.0,0,9.0
1300,4.0,4.0,5.0,2750000.0,0,13.0
1301,3.0,3.0,4.0,3500000.0,0,10.0
1302,3.0,3.0,4.0,3500000.0,0,10.0
1303,2.0,2.0,3.0,2000000.0,0,7.0
1304,3.0,3.0,4.0,2800000.0,0,10.0
1305,2.0,2.0,3.0,2000000.0,0,7.0
1306,3.0,3.0,4.0,2500000.0,0,10.0
1307,2.0,2.0,3.0,3000000.0,0,7.0
1308,5.0,5.0,6.0,7000000.0,1,16.0
1309,4.0,4.0,5.0,5500000.0,1,13.0
1310,3.0,3.0,4.0,2500000.0,0,10.0
1311,4.0,4.0,5.0,3500000.0,1,13.0
1312,4.0,4.0,5.0,3500000.0,0,13.0
1313,4.0,4.0,5.0,2800000.0,0,13.0
1314,2.0,2.0,3.0,2000000.0,0,7.0
1315,4.0,4.0,5.0,2500000.0,0,13.0
1316,3.0,3.0,4.0,2500000.0,0,10.0
1317,3.0,1.0,1.0,2300000.0,1,5.0
1318,3.0,3.0,4.0,2000000.0,0,10.0
1319,3.0,3.0,3.0,3500000.0,0,9.0
1320,1.0,1.0,1.0,1200000.0,0,3.0
1321,1.0,1.0,1.0,1200000.0,0,3.0
1322,2.0,2.0,3.0,2000000.0,0,7.0
1323,3.0,3.0,4.0,3500000.0,0,10.0
1324,3.0,3.0,3.0,2500000.0,0,9.0
1325,3.0,4.0,4.0,3000000.0,0,11.0
1326,3.0,4.0,4.0,3500000.0,0,11.0
1327,4.0,4.0,5.0,4600000.0,1,13.0
1328,3.0,3.0,4.0,2500000.0,0,10.0
1329,4.0,4.0,4.0,2500000.0,1,12.0
1330,1.0,1.0,1.0,1200000.0,0,3.0
1331,2.0,2.0,2.0,1200000.0,0,6.0
1332,4.0,4.0,4.0,2500000.0,1,12.0
1333,8.0,8.0,1.0,5000000.0,1,17.0
1334,4.0,4.0,5.0,4000000.0,1,13.0
1335,3.0,3.0,4.0,3000000.0,0,10.0
1336,3.0,3.0,4.0,1800000.0,0,10.0
1337,4.0,4.0,5.0,2500000.0,1,13.0
1338,5.0,5.0,6.0,4000000.0,1,16.0
1339,5.0,5.0,6.0,4000000.0,1,16.0
1340,4.0,4.0,5.0,3700000.0,1,13.0
1341,3.0,3.0,4.0,3500000.0,1,10.0
1342,4.0,4.0,5.0,6000000.0,1,13.0
1343,5.0,5.0,6.0,7000000.0,1,16.0
1344,3.0,3.0,4.0,7000000.0,0,10.0
1345,3.0,3.0,4.0,3000000.0,0,10.0
1346,4.0,4.0,5.0,6000000.0,1,13.0
1347,4.0,4.0,5.0,2500000.0,1,13.0
1348,4.0,4.0,5.0,3000000.0,1,13.0
1349,3.0,3.0,4.0,1500000.0,0,10.0
1350,4.0,4.0,5.0,3500000.0,1,13.0
1351,4.0,4.0,5.0,3000000.0,0,13.0
1352,3.0,3.0,4.0,1800000.0,0,10.0
1353,3.0,3.0,4.0,2500000.0,0,10.0
1354,5.0,5.0,6.0,5000000.0,1,16.0
1355,2.0,2.0,3.0,3000000.0,0,7.0
1356,3.0,3.0,4.0,2800000.0,0,10.0
1357,4.0,1.0,1.0,5500000.0,1,6.0
1358,4.0,4.0,5.0,4000000.0,1,13.0
1359,3.0,3.0,4.0,1800000.0,0,10.0
1360,1.0,1.0,1.0,815000.0,0,3.0
1361,3.0,3.0,4.0,6000000.0,0,10.0
1362,4.0,4.0,5.0,2500000.0,1,13.0
1363,1.0,1.0,1.0,800000.0,0,3.0
1364,2.0,2.0,3.0,2000000.0,0,7.0
1365,1.0,1.0,1.0,5000000.0,0,3.0
1366,3.0,3.0,4.0,2000000.0,0,10.0
1367,3.0,3.0,4.0,3000000.0,0,10.0
1368,4.0,4.0,5.0,3500000.0,1,13.0
1369,4.0,4.0,5.0,5000000.0,0,13.0
1370,2.0,2.0,3.0,2500000.0,0,7.0
1371,3.0,3.0,4.0,2800000.0,0,10.0
1372,4.0,4.0,5.0,7000000.0,1,13.0
1373,5.0,5.0,6.0,6000000.0,1,16.0
1374,5.0,5.0,6.0,7000000.0,1,16.0
1375,4.0,4.0,5.0,5000000.0,1,13.0
1376,5.0,5.0,6.0,3500000.0,0,16.0
1377,4.0,4.0,5.0,4500000.0,0,13.0
1378,3.0,3.0,4.0,3000000.0,0,10.0
1379,1.0,1.0,2.0,1300000.0,0,4.0
1380,2.0,2.0,3.0,3000000.0,0,7.0
1381,5.0,5.0,6.0,7000000.0,1,16.0
1382,5.0,5.0,6.0,7000000.0,1,16.0
1383,4.0,4.0,5.0,6000000.0,1,13.0
1384,4.0,4.0,5.0,4500000.0,1,13.0
1385,5.0,5.0,6.0,6000000.0,1,16.0
1387,1.0,1.0,1.0,4000000.0,0,3.0
1388,1.0,1.0,1.0,4000000.0,0,3.0
1389,4.0,4.0,5.0,2900000.0,1,13.0
1390,3.0,3.0,3.0,2500000.0,1,9.0
1391,3.0,3.0,3.0,2200000.0,0,9.0
1392,3.0,3.0,3.0,3500000.0,0,9.0
1393,4.0,4.0,4.0,4000000.0,1,12.0
1394,1.0,1.0,1.0,1000000.0,0,3.0
1395,3.0,3.0,3.0,2500000.0,0,9.0
1396,3.0,3.0,3.0,2500000.0,0,9.0
1397,3.0,3.0,3.0,3000000.0,0,9.0
1398,2.0,2.0,2.0,2200000.0,0,6.0
1399,3.0,3.0,4.0,5000000.0,0,10.0
1400,3.0,3.0,4.0,2500000.0,0,10.0
1401,3.0,3.0,4.0,2700000.0,0,10.0
1402,3.0,3.0,4.0,3500000.0,0,10.0
1403,2.0,2.0,3.0,3500000.0,0,7.0
1404,3.0,3.0,4.0,5000000.0,0,10.0
1405,4.0,4.0,5.0,6000000.0,1,13.0
1406,3.0,3.0,4.0,3500000.0,0,10.0
1407,5.0,5.0,6.0,3000000.0,1,16.0
1408,3.0,3.0,4.0,2500000.0,0,10.0
1409,3.0,3.0,4.0,3500000.0,1,10.0
1410,3.0,3.0,4.0,1700000.0,0,10.0
1411,4.0,4.0,5.0,3000000.0,1,13.0
1412,4.0,4.0,5.0,3000000.0,1,13.0
1413,5.0,5.0,6.0,4000000.0,1,16.0
1414,2.0,2.0,3.0,1200000.0,0,7.0
1415,5.0,5.0,6.0,6000000.0,1,16.0
1417,3.0,3.0,4.0,2500000.0,0,10.0
1418,4.0,4.0,5.0,3500000.0,0,13.0
1419,4.0,4.0,5.0,3500000.0,1,13.0
1420,3.0,3.0,4.0,2000000.0,0,10.0
1421,4.0,4.0,5.0,3800000.0,1,13.0
1422,5.0,5.0,6.0,3500000.0,1,16.0
1424,2.0,2.0,3.0,2000000.0,0,7.0
1425,4.0,4.0,5.0,4000000.0,0,13.0
1426,4.0,4.0,5.0,2800000.0,0,13.0
1427,5.0,5.0,6.0,5000000.0,0,16.0
1428,5.0,5.0,6.0,4500000.0,1,16.0
1429,1.0,1.0,1.0,900000.0,0,3.0
1430,3.0,3.0,4.0,1800000.0,0,10.0
1431,2.0,2.0,3.0,1700000.0,0,7.0
1432,5.0,5.0,6.0,7000000.0,1,16.0
1433,1.0,1.0,1.0,450000.0,0,3.0
1434,3.0,3.0,4.0,5500000.0,1,10.0
1435,5.0,5.0,6.0,3500000.0,0,16.0
1436,3.0,3.0,4.0,2200000.0,0,10.0
1437,4.0,4.0,5.0,6000000.0,1,13.0
1438,1.0,1.0,1.0,600000.0,0,3.0
1440,3.0,3.0,4.0,3000000.0,0,10.0
1441,4.0,4.0,5.0,4800000.0,1,13.0
1442,2.0,2.0,3.0,1200000.0,0,7.0
1443,4.0,4.0,5.0,3000000.0,1,13.0
1445,2.0,2.0,3.0,1700000.0,0,7.0
1446,4.0,4.0,5.0,4000000.0,1,13.0
1447,3.0,3.0,4.0,2800000.0,0,10.0
1448,2.0,2.0,3.0,1300000.0,0,7.0
1449,4.0,4.0,5.0,5500000.0,1,13.0
1450,3.0,3.0,4.0,2500000.0,0,10.0
1451,5.0,5.0,6.0,7000000.0,1,16.0
1452,7.0,7.0,8.0,7000000.0,1,22.0
1453,3.0,3.0,4.0,4000000.0,0,10.0
1454,3.0,3.0,4.0,2800000.0,0,10.0
1455,3.0,3.0,4.0,3300000.0,1,10.0
1456,5.0,5.0,6.0,6000000.0,1,16.0
1457,3.0,4.0,4.0,3500000.0,0,11.0
1458,2.0,2.0,3.0,1800000.0,0,7.0
1459,3.0,3.0,4.0,2500000.0,0,10.0
1460,3.0,3.0,4.0,1500000.0,0,10.0
1461,4.0,4.0,5.0,4000000.0,1,13.0
1462,3.0,3.0,4.0,2000000.0,0,10.0
1463,3.0,3.0,4.0,2500000.0,0,10.0
1464,3.0,3.0,4.0,3000000.0,1,10.0
1465,3.0,3.0,4.0,2000000.0,0,10.0
1466,3.0,3.0,4.0,2500000.0,1,10.0
1467,3.0,3.0,4.0,4500000.0,0,10.0
1468,3.0,3.0,4.0,4000000.0,0,10.0
1469,3.0,3.0,4.0,3500000.0,0,10.0
1470,1.0,1.0,1.0,7000000.0,1,3.0
1472,3.0,3.0,4.0,3500000.0,1,10.0
1473,5.0,5.0,6.0,7000000.0,1,16.0
1474,3.0,3.0,4.0,3500000.0,1,10.0
1476,1.0,1.0,1.0,2800000.0,0,3.0
1477,5.0,6.0,6.0,7000000.0,1,17.0
1478,3.0,3.0,4.0,4000000.0,1,10.0
1479,3.0,3.0,4.0,2500000.0,0,10.0
1482,1.0,1.0,1.0,1500000.0,0,3.0
1486,3.0,3.0,4.0,2500000.0,0,10.0
1487,4.0,4.0,5.0,4500000.0,1,13.0
1488,1.0,1.0,2.0,1500000.0,0,4.0
1489,5.0,5.0,6.0,6000000.0,1,16.0
1490,2.0,3.0,3.0,2000000.0,0,8.0
1491,1.0,1.0,2.0,1500000.0,0,4.0
1492,3.0,3.0,4.0,2000000.0,0,10.0
1493,2.0,2.0,3.0,2300000.0,0,7.0
1495,3.0,3.0,4.0,1900000.0,0,10.0
1496,5.0,5.0,6.0,6000000.0,1,16.0
1497,4.0,4.0,5.0,3200000.0,1,13.0
1498,4.0,5.0,5.0,3000000.0,1,14.0
1499,2.0,2.0,3.0,500000.0,0,7.0
1500,3.0,3.0,4.0,3500000.0,0,10.0
1501,5.0,5.0,6.0,7000000.0,1,16.0
1502,2.0,2.0,3.0,2500000.0,0,7.0
1503,4.0,4.0,5.0,7000000.0,0,13.0
1504,3.0,3.0,4.0,3600000.0,0,10.0
1505,3.0,3.0,4.0,2000000.0,0,10.0
1506,3.0,3.0,4.0,6000000.0,0,10.0
1507,2.0,2.0,3.0,1600000.0,0,7.0
1508,4.0,4.0,5.0,6000000.0,1,13.0
1509,4.0,4.0,5.0,3000000.0,0,13.0
1510,2.0,2.0,2.0,1800000.0,0,6.0
1511,4.0,4.0,5.0,3200000.0,1,13.0
1512,1.0,1.0,1.0,850000.0,0,3.0
1513,4.0,4.0,4.0,3000000.0,1,12.0
1514,5.0,5.0,5.0,4000000.0,1,15.0
1515,4.0,4.0,4.0,3000000.0,1,12.0
1516,4.0,4.0,4.0,4000000.0,1,12.0
1517,4.0,4.0,4.0,3000000.0,0,12.0
1518,3.0,4.0,3.0,3000000.0,1,10.0
1519,5.0,5.0,6.0,4000000.0,0,16.0
1520,3.0,3.0,4.0,2800000.0,0,10.0
1521,2.0,2.0,3.0,2500000.0,0,7.0
1522,2.0,2.0,3.0,3000000.0,0,7.0
1523,2.0,2.0,3.0,2000000.0,0,7.0
1524,2.0,2.0,3.0,2500000.0,0,7.0
1525,4.0,4.0,5.0,3000000.0,0,13.0
1528,5.0,5.0,6.0,4500000.0,1,16.0
1529,3.0,3.0,3.0,2500000.0,0,9.0
1530,3.0,3.0,3.0,1800000.0,0,9.0
1531,2.0,2.0,2.0,2000000.0,0,6.0
1532,3.0,3.0,3.0,2500000.0,0,9.0
1533,3.0,3.0,4.0,3500000.0,1,10.0
1534,3.0,3.0,4.0,1000000.0,0,10.0
1536,3.0,3.0,4.0,3800000.0,1,10.0
1537,3.0,3.0,3.0,2500000.0,0,9.0
1538,4.0,1.0,1.0,3000000.0,1,6.0
1539,3.0,3.0,4.0,2500000.0,0,10.0
1540,2.0,2.0,3.0,2300000.0,0,7.0
1541,2.0,2.0,3.0,2300000.0,0,7.0
1542,4.0,4.0,5.0,2500000.0,1,13.0
1543,1.0,1.0,1.0,800000.0,0,3.0
1544,2.0,3.0,3.0,1700000.0,0,8.0
1545,1.0,1.0,1.0,500000.0,0,3.0
1546,5.0,6.0,6.0,1500000.0,1,17.0
1547,1.0,1.0,1.0,3500000.0,0,3.0
1548,1.0,1.0,1.0,1500000.0,0,3.0
1549,1.0,1.0,1.0,600000.0,0,3.0
1550,1.0,1.0,1.0,1500000.0,0,3.0
1551,1.0,1.0,2.0,1600000.0,0,4.0
1552,3.0,3.0,4.0,6000000.0,0,10.0
1553,3.0,3.0,4.0,2000000.0,0,10.0
1554,3.0,3.0,4.0,2000000.0,0,10.0
1555,3.0,3.0,3.0,2000000.0,0,9.0
1556,3.0,1.0,1.0,1800000.0,0,5.0
1557,4.0,1.0,1.0,3000000.0,1,6.0
1558,3.0,1.0,1.0,600000.0,0,5.0
1560,4.0,4.0,5.0,6000000.0,1,13.0
1561,4.0,4.0,5.0,4000000.0,0,13.0
1562,3.0,3.0,4.0,1700000.0,0,10.0
1563,5.0,5.0,6.0,2300000.0,0,16.0
1564,3.0,3.0,4.0,2200000.0,0,10.0
1565,1.0,1.0,2.0,1700000.0,0,4.0
1566,4.0,4.0,5.0,3500000.0,1,13.0
1567,5.0,6.0,7.0,3300000.0,1,18.0
1568,3.0,3.0,4.0,2500000.0,0,10.0
1569,4.0,4.0,5.0,4500000.0,0,13.0
1570,1.0,1.0,2.0,700000.0,0,4.0
1572,2.0,2.0,3.0,1500000.0,0,7.0
1573,4.0,5.0,6.0,2500000.0,0,15.0
1574,4.0,4.0,5.0,2500000.0,0,13.0
1575,1.0,1.0,1.0,400000.0,0,3.0
1576,4.0,4.0,5.0,4500000.0,1,13.0
1577,1.0,1.0,1.0,900000.0,0,3.0
1578,1.0,1.0,2.0,250000.0,0,4.0
1579,2.0,1.0,1.0,1100000.0,0,4.0
1580,3.0,3.0,4.0,1700000.0,0,10.0
1581,1.0,1.0,1.0,1300000.0,0,3.0
1582,4.0,4.0,5.0,2300000.0,0,13.0
1583,4.0,4.0,5.0,7000000.0,0,13.0
1584,1.0,1.0,1.0,1300000.0,0,3.0
1585,3.0,3.0,4.0,2700000.0,0,10.0
1586,3.0,3.0,4.0,2500000.0,0,10.0
1587,1.0,1.0,1.0,1400000.0,0,3.0
1588,3.0,3.0,4.0,1700000.0,0,10.0
1589,3.0,3.0,4.0,5000000.0,0,10.0
1590,4.0,5.0,6.0,3000000.0,0,15.0
1591,4.0,4.0,5.0,3500000.0,0,13.0
1593,4.0,4.0,5.0,3000000.0,0,13.0
1594,1.0,1.0,1.0,350000.0,0,3.0
1595,2.0,2.0,3.0,2200000.0,0,7.0
1596,2.0,2.0,2.0,800000.0,0,6.0
1597,4.0,4.0,5.0,6000000.0,1,13.0
1598,3.0,3.0,4.0,1200000.0,0,10.0
1599,3.0,3.0,4.0,2000000.0,0,10.0
1600,4.0,4.0,5.0,3800000.0,0,13.0
1601,1.0,1.0,1.0,3500000.0,0,3.0
1602,4.0,4.0,5.0,2800000.0,0,13.0
1603,4.0,4.0,5.0,3500000.0,1,13.0
1604,5.0,5.0,6.0,6500000.0,1,16.0
1605,4.0,4.0,5.0,2300000.0,0,13.0
1606,3.0,3.0,4.0,2000000.0,0,10.0
1607,3.0,3.0,4.0,1700000.0,0,10.0
1608,4.0,4.0,5.0,3000000.0,0,13.0
1609,3.0,3.0,4.0,2500000.0,0,10.0
1610,5.0,5.0,6.0,7000000.0,1,16.0
1611,3.0,3.0,4.0,3000000.0,0,10.0
1612,3.0,3.0,4.0,2200000.0,0,10.0
1613,4.0,4.0,5.0,6000000.0,1,13.0
1614,6.0,6.0,6.0,4000000.0,0,18.0
1615,3.0,3.0,4.0,1600000.0,0,10.0
1617,1.0,1.0,1.0,550000.0,0,3.0
1618,2.0,2.0,3.0,2000000.0,0,7.0
1619,5.0,5.0,7.0,7000000.0,0,17.0
1620,4.0,4.0,5.0,2800000.0,0,13.0
1621,1.0,1.0,1.0,350000.0,0,3.0
1622,3.0,3.0,4.0,5000000.0,0,10.0
1623,4.0,4.0,5.0,4000000.0,1,13.0
1624,5.0,5.0,6.0,2200000.0,0,16.0
1625,4.0,4.0,5.0,4000000.0,1,13.0
1626,5.0,5.0,6.0,5500000.0,1,16.0
1627,5.0,5.0,6.0,6000000.0,1,16.0
1628,5.0,5.0,6.0,7000000.0,1,16.0
1629,4.0,4.0,5.0,2300000.0,0,13.0
1630,3.0,4.0,5.0,3000000.0,1,12.0
1631,5.0,5.0,7.0,7000000.0,1,17.0
1632,2.0,3.0,4.0,2000000.0,0,9.0
1633,4.0,4.0,5.0,3500000.0,1,13.0
1634,4.0,4.0,5.0,2000000.0,1,13.0
1635,5.0,5.0,6.0,7000000.0,1,16.0
1636,5.0,5.0,6.0,2400000.0,0,16.0
1637,1.0,1.0,1.0,400000.0,0,3.0
1638,1.0,1.0,1.0,800000.0,0,3.0
1639,1.0,1.0,2.0,1100000.0,0,4.0
1640,4.0,4.0,5.0,3000000.0,1,13.0
1641,5.0,5.0,6.0,2800000.0,0,16.0
1642,1.0,1.0,2.0,1000000.0,0,4.0
1643,4.0,4.0,5.0,2500000.0,0,13.0
1644,4.0,4.0,5.0,2200000.0,0,13.0
1645,1.0,1.0,2.0,700000.0,0,4.0
1646,4.0,4.0,5.0,3500000.0,1,13.0
1647,5.0,5.0,6.0,2800000.0,0,16.0
1648,3.0,3.0,4.0,3500000.0,0,10.0
1649,4.0,4.0,5.0,3800000.0,0,13.0
1650,4.0,4.0,5.0,2500000.0,0,13.0
1651,4.0,4.0,5.0,4000000.0,1,13.0
1652,5.0,4.0,5.0,3800000.0,0,14.0
1653,3.0,3.0,4.0,1800000.0,0,10.0
1654,3.0,3.0,4.0,2200000.0,0,10.0
1655,3.0,3.0,4.0,2200000.0,0,10.0
1656,3.0,3.0,4.0,3000000.0,1,10.0
1657,3.0,3.0,4.0,6000000.0,0,10.0
1658,1.0,1.0,1.0,1200000.0,0,3.0
1659,5.0,5.0,6.0,4000000.0,1,16.0
1660,4.0,4.0,5.0,5500000.0,0,13.0
1661,4.0,4.0,5.0,2200000.0,0,13.0
1662,5.0,5.0,6.0,7000000.0,1,16.0
1663,2.0,2.0,3.0,800000.0,0,7.0
1664,1.0,1.0,1.0,550000.0,0,3.0
1665,4.0,5.0,4.0,4500000.0,1,13.0
1666,4.0,4.0,5.0,5200000.0,1,13.0
1667,1.0,1.0,2.0,700000.0,0,4.0
1669,4.0,5.0,5.0,2700000.0,0,14.0
1670,5.0,6.0,6.0,4000000.0,1,17.0
1671,4.0,5.0,5.0,3000000.0,1,14.0
1672,3.0,4.0,4.0,7000000.0,0,11.0
1674,3.0,3.0,4.0,2200000.0,0,10.0
1675,4.0,4.0,5.0,3000000.0,1,13.0
1676,4.0,4.0,5.0,3500000.0,1,13.0
1677,3.0,5.0,5.0,1700000.0,0,13.0
1678,4.0,4.0,5.0,3000000.0,1,13.0
1679,3.0,5.0,6.0,7000000.0,0,14.0
1680,2.0,2.0,3.0,2000000.0,0,7.0
1681,4.0,5.0,5.0,3000000.0,0,14.0
1682,4.0,4.0,5.0,2800000.0,1,13.0
1683,4.0,4.0,5.0,3500000.0,1,13.0
1684,4.0,4.0,5.0,7000000.0,1,13.0
1685,3.0,4.0,4.0,3500000.0,0,11.0
1686,5.0,5.0,6.0,7000000.0,1,16.0
1687,2.0,2.0,3.0,2000000.0,0,7.0
1688,3.0,4.0,5.0,3500000.0,0,12.0
1689,3.0,4.0,4.0,3000000.0,0,11.0
1690,3.0,5.0,5.0,2000000.0,0,13.0
1691,2.0,2.0,3.0,3500000.0,0,7.0
1692,2.0,1.0,1.0,2500000.0,0,4.0
1693,3.0,4.0,4.0,3500000.0,0,11.0
1694,3.0,3.0,4.0,1700000.0,0,10.0
1695,4.0,4.0,5.0,2500000.0,1,13.0
1696,4.0,4.0,5.0,2500000.0,0,13.0
1697,4.0,5.0,5.0,3500000.0,1,14.0
1698,3.0,3.0,4.0,4500000.0,0,10.0
1699,5.0,5.0,6.0,4000000.0,1,16.0
1700,3.0,3.0,4.0,1800000.0,0,10.0
1701,2.0,2.0,1.0,4800000.0,0,5.0
1702,1.0,1.0,1.0,700000.0,0,3.0
1703,4.0,5.0,5.0,2000000.0,1,14.0
1705,4.0,4.0,5.0,2500000.0,1,13.0
1706,3.0,3.0,4.0,2000000.0,0,10.0
1707,5.0,5.0,6.0,5000000.0,1,16.0
1708,3.0,4.0,5.0,4000000.0,0,12.0
1709,3.0,4.0,4.0,1500000.0,0,11.0
1710,3.0,3.0,4.0,4000000.0,0,10.0
1711,4.0,5.0,5.0,3800000.0,1,14.0
1712,2.0,2.0,3.0,2500000.0,0,7.0
1713,3.0,3.0,4.0,2500000.0,0,10.0
1714,3.0,6.0,6.0,2500000.0,1,15.0
1715,3.0,3.0,4.0,2500000.0,0,10.0
1716,7.0,6.0,7.0,6000000.0,1,20.0
1717,4.0,4.0,5.0,6500000.0,1,13.0
1718,4.0,4.0,5.0,2700000.0,1,13.0
1719,6.0,6.0,7.0,6500000.0,1,19.0
1720,4.0,3.0,4.0,3000000.0,1,11.0
1721,4.0,4.0,5.0,3500000.0,1,13.0
1722,5.0,5.0,6.0,7000000.0,1,16.0
1723,3.0,5.0,5.0,3000000.0,0,13.0
1724,2.0,2.0,3.0,3500000.0,0,7.0
1725,4.0,6.0,7.0,6000000.0,1,17.0
1726,3.0,5.0,5.0,2200000.0,0,13.0
1727,3.0,1.0,1.0,7000000.0,0,5.0
1728,2.0,2.0,3.0,2000000.0,0,7.0
1729,2.0,2.0,3.0,2000000.0,0,7.0
1730,3.0,5.0,6.0,2350000.0,0,14.0
1731,3.0,3.0,4.0,2800000.0,0,10.0
1732,3.0,4.0,4.0,1800000.0,0,11.0
1733,4.0,4.0,5.0,3000000.0,1,13.0
1734,2.0,3.0,3.0,1600000.0,0,8.0
1735,4.0,6.0,7.0,5500000.0,1,17.0
1736,3.0,4.0,4.0,2700000.0,0,11.0
1737,3.0,3.0,4.0,6000000.0,0,10.0
